state_abbr,county_name,total_votes_2012,votes_dem_2012,votes_gop_2012,county_fips,state_fips,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
AR,White County,26508,5765,20005,145,5,0.217481515,0.754677833,14240,-0.537196318
AR,Woodruff County,2685,1340,1227,147,5,0.499068901,0.45698324,113,0.042085661
AR,Yell County,5971,1720,4041,149,5,0.288058952,0.67677106,2321,-0.388712109
AZ,Apache County,25465,16833,8198,1,4,0.661024936,0.321932064,8635,0.339092873
AZ,Cochise County,43776,16223,26742,3,4,0.370591192,0.610882675,10519,-0.240291484
AZ,Coconino County,46746,26316,19368,5,4,0.562957258,0.41432422,6948,0.148633038
AZ,Gila County,18477,6650,11525,7,4,0.359906911,0.623748444,4875,-0.263841533
AZ,Graham County,11854,3608,8076,9,4,0.304369833,0.681289016,4468,-0.376919183
AZ,Greenlee County,2972,1310,1590,11,4,0.440780619,0.534993271,280,-0.094212651
AZ,La Paz County,4922,1619,3205,12,4,0.328931329,0.651158066,1586,-0.322226737
AZ,Maricopa County,1187008,512008,654835,13,4,0.431343344,0.551668565,142827,-0.120325221
AZ,Mohave County,65949,18324,46442,15,4,0.277851067,0.70421083,28118,-0.426359763
AZ,Navajo County,35775,16157,19155,17,4,0.451628232,0.535429769,2998,-0.083801537
AZ,Pima County,351817,183470,162927,19,4,0.521492708,0.463101556,20543,0.058391152
AZ,Pinal County,102139,41428,58947,21,4,0.405604128,0.57712529,17519,-0.171521162
AZ,Santa Cruz County,13894,9486,4235,23,4,0.682740751,0.304807831,5251,0.377932921
AZ,Yavapai County,96790,32624,62385,25,4,0.337059614,0.644539725,29761,-0.307480112
AZ,Yuma County,33935,14025,19500,27,4,0.413290113,0.574627965,5475,-0.161337852
CA,Alameda County,558386,438091,104330,1,6,0.78456659,0.186842077,333761,0.597724513
CA,Alpine County,647,389,236,3,6,0.601236476,0.364760433,153,0.236476043
CA,Amador County,15303,6001,8903,5,6,0.392145331,0.58178135,2902,-0.189636019
CA,Butte County,70163,32567,35312,7,6,0.464162023,0.503285207,2745,-0.039123185
CA,Calaveras County,18469,7404,10537,9,6,0.400887974,0.57052358,3133,-0.169635606
CA,Colusa County,5865,2248,3521,11,6,0.383290708,0.600341006,1273,-0.217050298
CA,Contra Costa County,351257,230826,112547,13,6,0.657142776,0.32041212,118279,0.336730656
CA,Del Norte County,7940,3396,4256,15,6,0.427707809,0.536020151,860,-0.108312343
CA,El Dorado County,85923,34033,49661,17,6,0.396087194,0.577970974,15628,-0.18188378
CA,Fresno County,180244,85862,91143,19,6,0.476365371,0.505664544,5281,-0.029299172
CA,Glenn County,9142,3276,5608,21,6,0.358346095,0.613432509,2332,-0.255086414
CA,Humboldt County,46269,27757,15653,23,6,0.599904904,0.338304264,12104,0.26160064
CA,Imperial County,27453,17464,9545,25,6,0.63614177,0.347685135,7919,0.288456635
CA,Inyo County,6501,2775,3541,27,6,0.426857407,0.544685433,766,-0.117828026
CA,Kern County,168116,64690,99840,29,6,0.384793833,0.593875657,35150,-0.209081824
CA,Kings County,30139,12282,17184,31,6,0.407511862,0.570158267,4902,-0.162646405
CA,Lake County,16274,9159,6474,33,6,0.562799558,0.397812462,2685,0.164987096
CA,Lassen County,10603,3044,7261,35,6,0.28708856,0.684806187,4217,-0.397717627
CA,Los Angeles County,2427869,1672164,699600,37,6,0.688737325,0.288153933,972564,0.400583392
CA,Madera County,32372,12698,18990,39,6,0.392252564,0.586618065,6292,-0.194365501
CA,Marin County,99286,73450,23347,41,6,0.739782044,0.235148964,50103,0.50463308
CA,Mariposa County,7805,3080,4434,43,6,0.394618834,0.568097373,1354,-0.173478539
CA,Mendocino County,17928,11869,5129,45,6,0.662037037,0.2860888,6740,0.375948237
CA,Merced County,50538,26128,23403,47,6,0.516997111,0.463077288,2725,0.053919823
CA,Modoc County,3986,1113,2779,49,6,0.279227296,0.697190166,1666,-0.41796287
CA,Mono County,4917,2574,2202,51,6,0.523489933,0.447834045,372,0.075655888
CA,Monterey County,78522,51712,25087,53,6,0.658567026,0.319490079,26625,0.339076947
CA,Napa County,32332,19964,11647,55,6,0.617468762,0.36023135,8317,0.257237412
CA,Nevada County,30864,14261,15696,57,6,0.462059357,0.508553655,1435,-0.046494298
CA,Orange County,1021315,457077,541592,59,6,0.447537733,0.530288892,84515,-0.082751159
CA,Placer County,126325,49126,74460,61,6,0.38888581,0.589432021,25334,-0.20054621
CA,Plumas County,9128,3670,5240,63,6,0.402059597,0.574057844,1570,-0.171998247
CA,Riverside County,589721,287754,290227,65,6,0.487949386,0.492142895,2473,-0.004193508
CA,Sacramento County,388090,221063,157688,67,6,0.569617872,0.406318122,63375,0.16329975
CA,San Benito County,14972,8617,6052,69,6,0.57554101,0.404221213,2565,0.171319797
CA,San Bernardino County,531692,274203,245468,71,6,0.515717746,0.4616733,28735,0.054044447
CA,San Diego County,928256,478386,431046,73,6,0.515359987,0.464361125,47340,0.050998862
CA,San Francisco County,321023,267857,42654,75,6,0.834385698,0.132868984,225203,0.701516714
CA,San Joaquin County,149587,80005,66742,77,6,0.534839257,0.446175136,13263,0.088664122
CA,San Luis Obispo County,117597,57655,56500,79,6,0.490276112,0.480454433,1155,0.009821679
CA,San Mateo County,211814,151036,56244,81,6,0.713059571,0.265534856,94792,0.447524715
CA,Santa Barbara County,147249,84279,59096,83,6,0.572357028,0.401333795,25183,0.171023233
CA,Santa Clara County,491687,343239,136347,85,6,0.69808435,0.277304464,206892,0.420779886
CA,Santa Cruz County,81294,61106,17132,87,6,0.75166679,0.21074126,43974,0.54092553
CA,Shasta County,54121,18184,34561,89,6,0.335987879,0.638587609,16377,-0.30259973
CA,Sierra County,1779,652,1056,91,6,0.366498033,0.593591906,404,-0.227093873
CA,Siskiyou County,17505,7110,9844,93,6,0.406169666,0.562353613,2734,-0.156183947
CA,Solano County,138565,87225,48364,95,6,0.629487966,0.349034749,38861,0.280453217
CA,Sonoma County,175738,124504,45666,97,6,0.708463736,0.259852735,78838,0.448611
CA,Stanislaus County,143620,70609,69549,99,6,0.491637655,0.484257067,1060,0.007380588
CA,Sutter County,20988,8004,12576,101,6,0.381360778,0.599199543,4572,-0.217838765
CA,Tehama County,17356,6032,10791,103,6,0.347545517,0.621744642,4759,-0.274199124
CA,Trinity County,5030,2367,2422,105,6,0.470576541,0.481510934,55,-0.010934394
CA,Tulare County,72832,29191,42186,107,6,0.400799099,0.579223418,12995,-0.178424319
CA,Tuolumne County,23730,9628,13410,109,6,0.405731142,0.565107459,3782,-0.159376317
CA,Ventura County,267907,138119,123919,111,6,0.515548306,0.462544838,14200,0.053003468
CA,Yolo County,59613,38856,19080,113,6,0.651804137,0.320064415,19776,0.331739721
CA,Yuba County,15009,5817,8746,115,6,0.38756746,0.582717036,2929,-0.195149577
CO,Adams County,161495,90843,66531,1,8,0.562512771,0.411969411,24312,0.15054336
CO,Alamosa County,6671,3782,2693,3,8,0.566931495,0.403687603,1089,0.163243891
CO,Arapahoe County,254746,135433,114232,5,8,0.531639358,0.448415284,21201,0.083224074
CO,Archuleta County,6646,2637,3831,7,8,0.396780018,0.576436955,1194,-0.179656937
CO,Baca County,2096,462,1554,9,8,0.220419847,0.741412214,1092,-0.520992366
CO,Bent County,1881,778,1053,11,8,0.413609782,0.559808612,275,-0.14619883
CO,Boulder County,173207,120485,48526,13,8,0.695612764,0.280161887,71959,0.415450877
CO,Broomfield County,32191,16653,14765,14,8,0.517318505,0.458668572,1888,0.058649933
CO,Chaffee County,10217,4967,4949,15,8,0.486150533,0.484388764,18,0.00176177
CO,Cheyenne County,1045,162,858,17,8,0.155023923,0.821052632,696,-0.666028708
CO,Clear Creek County,5610,3041,2381,19,8,0.542067736,0.424420677,660,0.117647059
CO,Conejos County,4027,2180,1794,21,8,0.541345915,0.445492923,386,0.095852992
CO,Costilla County,1804,1317,440,23,8,0.730044346,0.243902439,877,0.486141907
CO,Crowley County,1502,535,924,25,8,0.356191744,0.61517976,389,-0.258988016
CO,Custer County,2697,862,1776,27,8,0.319614386,0.658509455,914,-0.338895069
CO,Delta County,15681,4542,10762,29,8,0.289649895,0.686308271,6220,-0.396658376
CO,Denver County,285564,209759,69755,31,8,0.73454287,0.244270987,140004,0.490271883
CO,Dolores County,1218,329,838,33,8,0.270114943,0.688013136,509,-0.417898194
CO,Douglas County,150160,54093,93930,35,8,0.360235749,0.625532765,39837,-0.265297017
CO,Eagle County,22374,12598,9317,37,8,0.563064271,0.416420846,3281,0.146643425
CO,Elbert County,13993,3542,10148,39,8,0.253126563,0.725219753,6606,-0.472093189
CO,El Paso County,275604,104989,163819,41,8,0.380941496,0.594399936,58830,-0.21345844
CO,Fremont County,20258,6644,13087,43,8,0.327969197,0.646016389,6443,-0.318047191
CO,Garfield County,23695,10989,12159,45,8,0.463768728,0.513146233,1170,-0.049377506
CO,Gilpin County,3271,1854,1320,47,8,0.566799144,0.403546316,534,0.163252828
CO,Grand County,7961,3575,4149,49,8,0.449064188,0.521165683,574,-0.072101495
CO,Gunnison County,7912,4563,3106,51,8,0.576718908,0.392568251,1457,0.184150657
CO,Hinsdale County,598,228,352,53,8,0.381270903,0.588628763,124,-0.20735786
CO,Huerfano County,3623,1897,1615,55,8,0.523599227,0.44576318,282,0.077836047
CO,Jackson County,848,216,600,57,8,0.254716981,0.70754717,384,-0.452830189
CO,Jefferson County,300151,153069,139960,59,8,0.509973313,0.46629863,13109,0.043674684
CO,Kiowa County,821,118,677,61,8,0.143727162,0.824604141,559,-0.680876979
CO,Kit Carson County,3525,789,2664,63,8,0.223829787,0.755744681,1875,-0.531914894
CO,Lake County,2993,1807,1087,65,8,0.603742065,0.363180755,720,0.24056131
CO,La Plata County,28475,15063,12554,67,8,0.528990342,0.440877963,2509,0.088112379
CO,Larimer County,161823,83103,74603,69,8,0.513542574,0.461016048,8500,0.052526526
CO,Las Animas County,6532,3282,3105,71,8,0.502449479,0.475352113,177,0.027097367
CO,Lincoln County,2248,537,1663,73,8,0.238879004,0.739768683,1126,-0.50088968
CO,Logan County,9030,2675,6124,75,8,0.296234773,0.678183832,3449,-0.381949059
CO,Mesa County,69033,22448,45087,77,8,0.325177814,0.65312242,22639,-0.327944606
CO,Mineral County,650,291,344,79,8,0.447692308,0.529230769,53,-0.081538462
CO,Moffat County,6042,1291,4616,81,8,0.21367097,0.763985435,3325,-0.550314465
CO,Montezuma County,12232,4486,7372,83,8,0.366742969,0.602681491,2886,-0.235938522
CO,Montrose County,19054,5852,12789,85,8,0.307127112,0.671197649,6937,-0.364070536
CO,Morgan County,10478,3761,6461,87,8,0.358942546,0.61662531,2700,-0.257682764
CO,Otero County,8039,3566,4315,89,8,0.443587511,0.536758303,749,-0.093170792
CO,Ouray County,3183,1640,1470,91,8,0.515237198,0.461828464,170,0.053408734
CO,Park County,9054,3721,5085,93,8,0.410978573,0.561630219,1364,-0.150651646
CO,Phillips County,2265,588,1637,95,8,0.259602649,0.722737307,1049,-0.463134658
CO,Pitkin County,9779,6648,2941,97,8,0.679824113,0.300746498,3707,0.379077615
CO,Prowers County,4809,1498,3200,99,8,0.311499272,0.665419006,1702,-0.353919734
CO,Pueblo County,73306,40624,31023,101,8,0.554170191,0.423198647,9601,0.130971544
CO,Rio Blanco County,3311,561,2677,103,8,0.169435216,0.808517064,2116,-0.639081848
CO,Rio Grande County,5453,2428,2892,105,8,0.44525949,0.530350266,464,-0.085090776
CO,Routt County,13038,7389,5361,107,8,0.566728026,0.411182697,2028,0.155545329
CO,Saguache County,2796,1762,937,109,8,0.63018598,0.335121602,825,0.295064378
CO,San Juan County,506,266,212,111,8,0.5256917,0.418972332,54,0.106719368
CO,San Miguel County,4215,2961,1144,113,8,0.702491103,0.271411625,1817,0.431079478
CO,Sedgwick County,1337,419,881,115,8,0.313388182,0.658937921,462,-0.345549738
CO,Summit County,15038,9169,5495,117,8,0.609722038,0.365407634,3674,0.244314404
CO,Teller County,12144,3894,7909,119,8,0.320652174,0.651268116,4015,-0.330615942
CO,Washington County,2567,461,2059,121,8,0.179587067,0.802103623,1598,-0.622516556
CO,Weld County,112695,47418,62350,123,8,0.420764009,0.553263233,14932,-0.132499224
CO,Yuma County,4481,950,3433,125,8,0.212006249,0.766123633,2483,-0.554117385
CT,Fairfield County,390611,214757,172238,1,9,0.549797625,0.440945083,42519,0.108852541
CT,Hartford County,392485,244314,143648,3,9,0.62247984,0.365996153,100666,0.256483687
CT,Litchfield County,92404,43823,47207,5,9,0.474254361,0.510876153,3384,-0.036621791
CT,Middlesex County,83447,47851,34533,7,9,0.573429842,0.413831534,13318,0.159598308
CT,New Haven County,371783,230040,137942,9,9,0.618748033,0.371028261,92098,0.247719772
CT,New London County,114043,66510,45715,11,9,0.583201073,0.400857571,20795,0.182343502
CT,Tolland County,70780,39283,30391,13,9,0.555001413,0.429372704,8892,0.125628709
CT,Windham County,46634,25953,19758,15,9,0.556525282,0.423682292,6195,0.13284299
DC,District of Columbia,243348,222332,17337,1,11,0.913638082,0.071243651,204995,0.842394431
DE,Kent County,68669,35525,32134,1,10,0.51733679,0.467954972,3391,0.049381817
DE,New Castle County,251960,167051,81226,3,10,0.663006033,0.322376568,85825,0.340629465
DE,Sussex County,93215,39971,52116,5,10,0.428804377,0.559094566,12145,-0.130290189
FL,Alachua County,120318,69634,48765,1,12,0.578749647,0.405300952,20869,0.173448694
FL,Baker County,11366,2310,8974,3,12,0.203237727,0.789547774,6664,-0.586310048
FL,Bay County,79834,22037,56863,5,12,0.276035273,0.712265451,34826,-0.436230178
FL,Bradford County,11631,3324,8216,7,12,0.28578798,0.706388101,4892,-0.42060012
FL,Brevard County,285504,122972,159270,9,12,0.430719009,0.557855582,36298,-0.127136573
FL,Broward County,755166,507430,243732,11,12,0.671944976,0.322752878,263698,0.349192098
FL,Calhoun County,6152,1664,4366,13,12,0.270481144,0.709687906,2702,-0.439206762
FL,Charlotte County,84664,35896,47988,15,12,0.423981858,0.566805254,12092,-0.142823396
FL,Citrus County,73923,28453,44657,17,12,0.384900505,0.604101565,16204,-0.219201061
FL,Clay County,96549,25745,69996,19,12,0.266652166,0.724979026,44251,-0.45832686
FL,Collier County,149080,51678,96508,21,12,0.346646096,0.647357124,44830,-0.300711028
FL,Columbia County,27163,8462,18429,23,12,0.311526709,0.678459669,9967,-0.36693296
FL,DeSoto County,9863,4174,5587,27,12,0.42319781,0.566460509,1413,-0.143262699
FL,Dixie County,6941,1798,5052,29,12,0.259040484,0.727849013,3254,-0.468808529
FL,Duval County,411702,196657,211553,31,12,0.477668313,0.513849823,14896,-0.03618151
FL,Escambia County,148430,58154,88671,33,12,0.391794112,0.59739271,30517,-0.205598599
FL,Flagler County,50589,23204,26966,35,12,0.458676787,0.53304078,3762,-0.074363992
FL,Franklin County,5474,1845,3570,37,12,0.337047863,0.652173913,1725,-0.31512605
FL,Gadsden County,22495,15768,6628,39,12,0.700955768,0.294643254,9140,0.406312514
FL,Gilchrist County,7908,1885,5917,41,12,0.238366211,0.748229641,4032,-0.509863429
FL,Glades County,3989,1603,2344,43,12,0.401855102,0.587615944,741,-0.185760842
FL,Gulf County,7107,2013,4995,45,12,0.283241874,0.702828198,2982,-0.419586323
FL,Hamilton County,5404,2226,3137,47,12,0.411917098,0.580495929,911,-0.16857883
FL,Hardee County,7222,2461,4694,49,12,0.340764331,0.64995846,2233,-0.309194129
FL,Hendry County,10185,4751,5355,51,12,0.466470299,0.525773196,604,-0.059302896
